location,month,day,date,time_block,weather,traffic_indicator
begum_rokeya,apr,sat,3,d,1,3
begum_rokeya,apr,sat,3,e,1,3
begum_rokeya,apr,sat,3,f,1,3
begum_rokeya,apr,sun,3,a,1,3
begum_rokeya,apr,sun,3,b,1,3
begum_rokeya,apr,sun,3,c,1,3
begum_rokeya,apr,sun,3,d,1,3
begum_rokeya,apr,sun,3,e,1,3
begum_rokeya,apr,sun,3,f,1,3
begum_rokeya,apr,wed,3,a,1,3
begum_rokeya,apr,wed,3,b,1,3
begum_rokeya,apr,wed,3,c,1,3
begum_rokeya,apr,wed,3,d,1,3
begum_rokeya,apr,wed,3,e,1,3
begum_rokeya,apr,wed,3,f,1,3
begum_rokeya,apr,mon,4,a,1,3
begum_rokeya,apr,mon,4,b,1,3
begum_rokeya,apr,mon,4,c,1,3
begum_rokeya,apr,mon,4,d,1,3
begum_rokeya,apr,mon,4,e,1,3
begum_rokeya,apr,mon,4,f,1,3
begum_rokeya,apr,sat,4,a,1,3
begum_rokeya,apr,sat,4,b,1,3
begum_rokeya,apr,sat,4,c,1,3
begum_rokeya,apr,sat,4,d,1,3
begum_rokeya,apr,sat,4,e,1,3
begum_rokeya,apr,sat,4,f,1,3
begum_rokeya,apr,sun,4,a,1,3
begum_rokeya,apr,sun,4,b,1,3
begum_rokeya,apr,sun,4,c,1,3
begum_rokeya,apr,sun,4,d,1,3
begum_rokeya,apr,sun,4,e,1,3
begum_rokeya,apr,sun,4,f,1,3
begum_rokeya,apr,thu,4,a,1,3
begum_rokeya,apr,thu,4,b,1,3
begum_rokeya,apr,thu,4,c,1,3
begum_rokeya,apr,thu,4,d,1,3
begum_rokeya,apr,thu,4,e,1,3
begum_rokeya,apr,thu,4,f,1,3
begum_rokeya,apr,fri,5,a,1,3
begum_rokeya,apr,fri,5,b,1,3
begum_rokeya,apr,fri,5,c,1,3
begum_rokeya,apr,fri,5,d,1,3
begum_rokeya,apr,fri,5,e,1,3
begum_rokeya,apr,fri,5,f,1,3
begum_rokeya,apr,mon,5,a,1,3
begum_rokeya,apr,mon,5,b,1,3
begum_rokeya,apr,mon,5,c,1,3
begum_rokeya,apr,mon,5,d,1,3
begum_rokeya,apr,mon,5,e,1,3
begum_rokeya,apr,mon,5,f,1,3
begum_rokeya,apr,sun,5,a,1,3
begum_rokeya,apr,sun,5,b,1,3
begum_rokeya,apr,sun,5,c,1,3
begum_rokeya,apr,sun,5,d,1,3
begum_rokeya,apr,sun,5,e,1,3
begum_rokeya,apr,sun,5,f,1,3
begum_rokeya,apr,tue,5,a,1,3
begum_rokeya,apr,tue,5,b,1,3
begum_rokeya,apr,tue,5,c,1,3
begum_rokeya,apr,tue,5,d,1,3
begum_rokeya,apr,tue,5,e,1,3
begum_rokeya,apr,tue,5,f,1,3
begum_rokeya,apr,mon,6,a,1,3
begum_rokeya,apr,mon,6,b,1,3
begum_rokeya,apr,mon,6,c,1,3
begum_rokeya,apr,mon,6,d,1,3
begum_rokeya,apr,mon,6,e,1,3
begum_rokeya,apr,mon,6,f,1,3
begum_rokeya,apr,sat,6,a,1,3
begum_rokeya,apr,sat,6,b,1,3
begum_rokeya,apr,sat,6,c,1,3
begum_rokeya,apr,sat,6,d,1,3
begum_rokeya,apr,sat,6,e,1,3
begum_rokeya,apr,sat,6,f,1,3
begum_rokeya,apr,tue,6,a,1,3
begum_rokeya,apr,tue,6,b,1,3
begum_rokeya,apr,tue,6,c,1,3
begum_rokeya,apr,tue,6,d,1,3
begum_rokeya,apr,tue,6,e,1,3
begum_rokeya,apr,tue,6,f,1,3
begum_rokeya,apr,wed,6,a,1,3
begum_rokeya,apr,wed,6,b,1,3
begum_rokeya,apr,wed,6,c,1,3
begum_rokeya,apr,wed,6,d,1,3
begum_rokeya,apr,wed,6,e,1,3
begum_rokeya,apr,wed,6,f,1,3
begum_rokeya,apr,sun,7,a,1,3
begum_rokeya,apr,sun,7,b,1,3
begum_rokeya,apr,sun,7,c,1,3
begum_rokeya,apr,sun,7,d,1,3
begum_rokeya,apr,sun,7,e,1,3
begum_rokeya,apr,sun,7,f,1,3
begum_rokeya,apr,thu,7,a,1,3
begum_rokeya,apr,thu,7,b,1,3
begum_rokeya,apr,thu,7,c,1,3
begum_rokeya,apr,thu,7,d,1,3
begum_rokeya,apr,thu,7,e,1,3
begum_rokeya,apr,thu,7,f,1,3
begum_rokeya,apr,tue,7,a,1,3
begum_rokeya,apr,tue,7,b,1,3
begum_rokeya,apr,tue,7,c,1,3
begum_rokeya,apr,tue,7,d,1,3
begum_rokeya,apr,tue,7,e,1,3
begum_rokeya,apr,tue,7,f,1,3
begum_rokeya,apr,wed,7,a,1,3
begum_rokeya,apr,wed,7,b,1,3
begum_rokeya,apr,wed,7,c,1,3
begum_rokeya,apr,wed,7,d,1,3
begum_rokeya,apr,wed,7,e,1,3
begum_rokeya,apr,wed,7,f,1,3
begum_rokeya,apr,fri,8,a,1,3
begum_rokeya,apr,fri,8,b,1,3
begum_rokeya,apr,fri,8,c,1,3
begum_rokeya,apr,fri,8,d,1,3
begum_rokeya,apr,fri,8,e,1,3
begum_rokeya,apr,fri,8,f,1,3
begum_rokeya,apr,mon,8,a,1,3
begum_rokeya,apr,mon,8,b,1,3
begum_rokeya,apr,mon,8,c,1,3
begum_rokeya,apr,mon,8,d,1,3
begum_rokeya,apr,mon,8,e,1,3
begum_rokeya,apr,mon,8,f,1,3
begum_rokeya,apr,thu,8,a,1,3
begum_rokeya,apr,thu,8,b,1,3
begum_rokeya,apr,thu,8,c,1,3
begum_rokeya,apr,thu,8,d,1,3
begum_rokeya,apr,thu,8,e,1,3
begum_rokeya,apr,thu,8,f,1,3
begum_rokeya,apr,wed,8,a,1,3
begum_rokeya,apr,wed,8,b,1,3
begum_rokeya,apr,wed,8,c,1,3
begum_rokeya,apr,wed,8,d,1,3
begum_rokeya,apr,wed,8,e,1,3
begum_rokeya,apr,wed,8,f,1,3
begum_rokeya,apr,fri,9,a,1,3
begum_rokeya,apr,fri,9,b,1,3
begum_rokeya,apr,fri,9,c,1,3
begum_rokeya,apr,fri,9,d,1,3
begum_rokeya,apr,fri,9,e,1,3
begum_rokeya,apr,fri,9,f,1,3
begum_rokeya,apr,sat,9,a,1,3
begum_rokeya,apr,sat,9,b,1,3
begum_rokeya,apr,sat,9,c,1,3
begum_rokeya,apr,sat,9,d,1,3
begum_rokeya,apr,sat,9,e,1,3
begum_rokeya,apr,sat,9,f,1,3
begum_rokeya,apr,thu,9,a,1,3
begum_rokeya,apr,thu,9,b,1,3
begum_rokeya,apr,thu,9,c,1,3
begum_rokeya,apr,thu,9,d,1,3
begum_rokeya,apr,thu,9,e,1,3
begum_rokeya,apr,thu,9,f,1,3
begum_rokeya,apr,tue,9,a,1,3
begum_rokeya,apr,tue,9,b,1,3
begum_rokeya,apr,tue,9,c,1,3
begum_rokeya,apr,tue,9,d,1,3
begum_rokeya,apr,tue,9,e,1,3
begum_rokeya,apr,tue,9,f,1,3
begum_rokeya,apr,fri,10,a,1,3
begum_rokeya,apr,fri,10,b,1,3
begum_rokeya,apr,fri,10,c,1,3
begum_rokeya,apr,fri,10,d,1,3
begum_rokeya,apr,fri,10,e,1,3
begum_rokeya,apr,fri,10,f,1,3
begum_rokeya,apr,sat,10,a,1,3
begum_rokeya,apr,sat,10,b,1,3
begum_rokeya,apr,sat,10,c,1,3
begum_rokeya,apr,sat,10,d,1,3
begum_rokeya,apr,sat,10,e,1,3
begum_rokeya,apr,sat,10,f,1,3
begum_rokeya,apr,sun,10,a,1,3
begum_rokeya,apr,sun,10,b,1,3
begum_rokeya,apr,sun,10,c,1,3
begum_rokeya,apr,sun,10,d,1,3
begum_rokeya,apr,sun,10,e,1,3
begum_rokeya,apr,sun,10,f,1,3
begum_rokeya,apr,wed,10,a,1,3
begum_rokeya,apr,wed,10,b,1,3
begum_rokeya,apr,wed,10,c,1,3
begum_rokeya,apr,wed,10,d,1,3
begum_rokeya,apr,wed,10,e,1,3
begum_rokeya,apr,wed,10,f,1,3
begum_rokeya,apr,mon,11,a,1,3
begum_rokeya,apr,mon,11,b,1,3
begum_rokeya,apr,mon,11,c,1,3
begum_rokeya,apr,mon,11,d,1,3
begum_rokeya,apr,mon,11,e,1,3
begum_rokeya,apr,mon,11,f,1,3
begum_rokeya,apr,sat,11,a,1,3
begum_rokeya,apr,sat,11,b,1,3
begum_rokeya,apr,sat,11,c,1,3
begum_rokeya,apr,sat,11,d,1,3
begum_rokeya,apr,sat,11,e,1,3
begum_rokeya,apr,sat,11,f,1,3
begum_rokeya,apr,sun,11,a,1,3
begum_rokeya,apr,sun,11,b,1,3
begum_rokeya,apr,sun,11,c,1,3
begum_rokeya,apr,sun,11,d,1,3
begum_rokeya,apr,sun,11,e,1,3
begum_rokeya,apr,sun,11,f,1,3
begum_rokeya,apr,thu,11,a,1,3
begum_rokeya,apr,thu,11,b,1,3
begum_rokeya,apr,thu,11,c,1,3
begum_rokeya,apr,thu,11,d,1,3
begum_rokeya,apr,thu,11,e,1,3
begum_rokeya,apr,thu,11,f,1,3
begum_rokeya,apr,fri,12,a,1,3
begum_rokeya,apr,fri,12,b,1,3
begum_rokeya,apr,fri,12,c,1,3
begum_rokeya,apr,fri,12,d,1,3
begum_rokeya,apr,fri,12,e,1,3
begum_rokeya,apr,fri,12,f,1,3
begum_rokeya,apr,mon,12,a,1,3
begum_rokeya,apr,mon,12,b,1,3
begum_rokeya,apr,mon,12,c,1,3
begum_rokeya,apr,mon,12,d,1,3
begum_rokeya,apr,mon,12,e,1,3
begum_rokeya,apr,mon,12,f,1,3
begum_rokeya,apr,sun,12,a,1,3
begum_rokeya,apr,sun,12,b,1,3
begum_rokeya,apr,sun,12,c,1,3
begum_rokeya,apr,sun,12,d,1,3
begum_rokeya,apr,sun,12,e,1,3
begum_rokeya,apr,sun,12,f,1,3
begum_rokeya,apr,tue,12,a,1,3
begum_rokeya,apr,tue,12,b,1,3
begum_rokeya,apr,tue,12,c,1,3
begum_rokeya,apr,tue,12,d,1,3
begum_rokeya,apr,tue,12,e,1,3
begum_rokeya,apr,tue,12,f,1,3
begum_rokeya,apr,mon,13,a,1,3
begum_rokeya,apr,mon,13,b,1,3
begum_rokeya,apr,mon,13,c,1,3
begum_rokeya,apr,mon,13,d,1,3
begum_rokeya,apr,mon,13,e,1,3
begum_rokeya,apr,mon,13,f,1,3
begum_rokeya,apr,sat,13,a,1,3
begum_rokeya,apr,sat,13,b,1,3
begum_rokeya,apr,sat,13,c,1,3
begum_rokeya,apr,sat,13,d,1,3
begum_rokeya,apr,sat,13,e,1,3
begum_rokeya,apr,sat,13,f,1,3
begum_rokeya,apr,tue,13,a,1,3
begum_rokeya,apr,tue,13,b,1,3
begum_rokeya,apr,tue,13,c,1,3
begum_rokeya,apr,tue,13,d,1,3
begum_rokeya,apr,tue,13,e,1,3
begum_rokeya,apr,tue,13,f,1,3
begum_rokeya,apr,wed,13,a,1,3
begum_rokeya,apr,wed,13,b,1,3
begum_rokeya,apr,wed,13,c,1,3
begum_rokeya,apr,wed,13,d,1,3
begum_rokeya,apr,wed,13,e,1,3
begum_rokeya,apr,wed,13,f,1,3
begum_rokeya,apr,sun,14,a,1,3
begum_rokeya,apr,sun,14,b,1,3
begum_rokeya,apr,sun,14,c,1,3
begum_rokeya,apr,sun,14,d,1,3
begum_rokeya,apr,sun,14,e,1,3
begum_rokeya,apr,sun,14,f,1,3
begum_rokeya,apr,thu,14,a,1,3
begum_rokeya,apr,thu,14,b,1,3
begum_rokeya,apr,thu,14,c,1,3
begum_rokeya,apr,thu,14,d,1,3
begum_rokeya,apr,thu,14,e,1,3
begum_rokeya,apr,thu,14,f,1,3
begum_rokeya,apr,tue,14,a,1,3
begum_rokeya,apr,tue,14,b,1,3
begum_rokeya,apr,tue,14,c,1,3
begum_rokeya,apr,tue,14,d,1,3
begum_rokeya,apr,tue,14,e,1,3
begum_rokeya,apr,tue,14,f,1,3
begum_rokeya,apr,wed,14,a,1,3
begum_rokeya,apr,wed,14,b,1,3
begum_rokeya,apr,wed,14,c,1,3
begum_rokeya,apr,wed,14,d,1,3
begum_rokeya,apr,wed,14,e,1,3
begum_rokeya,apr,wed,14,f,1,3
begum_rokeya,apr,fri,15,a,1,3
begum_rokeya,apr,fri,15,b,1,3
begum_rokeya,apr,fri,15,c,1,3
begum_rokeya,apr,fri,15,d,1,3
begum_rokeya,apr,fri,15,e,1,3
begum_rokeya,apr,fri,15,f,1,3
begum_rokeya,apr,mon,15,a,1,3
begum_rokeya,apr,mon,15,b,1,3
begum_rokeya,apr,mon,15,c,1,3
begum_rokeya,apr,mon,15,d,1,3
begum_rokeya,apr,mon,15,e,1,3
begum_rokeya,apr,mon,15,f,1,3
begum_rokeya,apr,thu,15,a,1,3
begum_rokeya,apr,thu,15,b,1,3
begum_rokeya,apr,thu,15,c,1,3
begum_rokeya,apr,thu,15,d,1,3
begum_rokeya,apr,thu,15,e,1,3
begum_rokeya,apr,thu,15,f,1,3
begum_rokeya,apr,wed,15,a,1,3
begum_rokeya,apr,wed,15,b,1,3
begum_rokeya,apr,wed,15,c,1,3
begum_rokeya,apr,wed,15,d,1,3
begum_rokeya,apr,wed,15,e,1,3
begum_rokeya,apr,wed,15,f,1,3
begum_rokeya,apr,fri,16,a,1,3
begum_rokeya,apr,fri,16,b,1,3
begum_rokeya,apr,fri,16,c,1,3
begum_rokeya,apr,fri,16,d,1,3
begum_rokeya,apr,fri,16,e,1,3
begum_rokeya,apr,fri,16,f,1,3
begum_rokeya,apr,sat,16,a,1,3
begum_rokeya,apr,sat,16,b,1,3
begum_rokeya,apr,sat,16,c,1,3
begum_rokeya,apr,sat,16,d,1,3
begum_rokeya,apr,sat,16,e,1,3
begum_rokeya,apr,sat,16,f,1,3
begum_rokeya,apr,thu,16,a,1,3
begum_rokeya,apr,thu,16,b,1,3
begum_rokeya,apr,thu,16,c,1,3
begum_rokeya,apr,thu,16,d,1,3
begum_rokeya,apr,thu,16,e,1,3
begum_rokeya,apr,thu,16,f,1,3
begum_rokeya,apr,tue,16,a,1,3
begum_rokeya,apr,tue,16,b,1,3
begum_rokeya,apr,tue,16,c,1,3
begum_rokeya,apr,tue,16,d,1,3
begum_rokeya,apr,tue,16,e,1,3
begum_rokeya,apr,tue,16,f,1,3
begum_rokeya,apr,fri,17,a,1,3
begum_rokeya,apr,fri,17,b,1,3
begum_rokeya,apr,fri,17,c,1,3
begum_rokeya,apr,fri,17,d,1,3
begum_rokeya,apr,fri,17,e,1,3
begum_rokeya,apr,fri,17,f,1,3
begum_rokeya,apr,sat,17,a,1,3
begum_rokeya,apr,sat,17,b,1,3
begum_rokeya,apr,sat,17,c,1,3
begum_rokeya,apr,sat,17,d,1,3
begum_rokeya,apr,sat,17,e,1,3
begum_rokeya,apr,sat,17,f,1,3
begum_rokeya,apr,sun,17,a,1,3
begum_rokeya,apr,sun,17,b,1,3
begum_rokeya,apr,sun,17,c,1,3
begum_rokeya,apr,sun,17,d,1,3
begum_rokeya,apr,sun,17,e,1,3
begum_rokeya,apr,sun,17,f,1,3
begum_rokeya,apr,wed,17,a,1,3
begum_rokeya,apr,wed,17,b,1,3
begum_rokeya,apr,wed,17,c,1,3
begum_rokeya,apr,wed,17,d,1,3
begum_rokeya,apr,wed,17,e,1,3
begum_rokeya,apr,wed,17,f,1,3
begum_rokeya,apr,mon,18,a,1,3
begum_rokeya,apr,mon,18,b,1,3
begum_rokeya,apr,mon,18,c,1,3
begum_rokeya,apr,mon,18,d,1,3
begum_rokeya,apr,mon,18,e,1,3
begum_rokeya,apr,mon,18,f,1,3
begum_rokeya,apr,sat,18,a,1,3
begum_rokeya,apr,sat,18,b,1,3
begum_rokeya,apr,sat,18,c,1,3
begum_rokeya,apr,sat,18,d,1,3
begum_rokeya,apr,sat,18,e,1,3
begum_rokeya,apr,sat,18,f,1,3
begum_rokeya,apr,sun,18,a,1,3
begum_rokeya,apr,sun,18,b,1,3
begum_rokeya,apr,sun,18,c,1,3
begum_rokeya,apr,sun,18,d,1,3
begum_rokeya,apr,sun,18,e,1,3
begum_rokeya,apr,sun,18,f,1,3
begum_rokeya,apr,thu,18,a,1,3
begum_rokeya,apr,thu,18,b,1,3
begum_rokeya,apr,thu,18,c,1,3
begum_rokeya,apr,thu,18,d,1,3
begum_rokeya,apr,thu,18,e,1,3
begum_rokeya,apr,thu,18,f,1,3
begum_rokeya,apr,fri,19,a,1,3
begum_rokeya,apr,fri,19,b,1,3
begum_rokeya,apr,fri,19,c,1,3
begum_rokeya,apr,fri,19,d,1,3
begum_rokeya,apr,fri,19,e,1,3
begum_rokeya,apr,fri,19,f,1,3
begum_rokeya,apr,mon,19,a,1,3
begum_rokeya,apr,mon,19,b,1,3
begum_rokeya,apr,mon,19,c,1,3
begum_rokeya,apr,mon,19,d,1,3
begum_rokeya,apr,mon,19,e,1,3
begum_rokeya,apr,mon,19,f,1,3
begum_rokeya,apr,sun,19,a,1,3
begum_rokeya,apr,sun,19,b,1,3
begum_rokeya,apr,sun,19,c,1,3
begum_rokeya,apr,sun,19,d,1,3
begum_rokeya,apr,sun,19,e,1,3
begum_rokeya,apr,sun,19,f,1,3
begum_rokeya,apr,tue,19,a,1,3
begum_rokeya,apr,tue,19,b,1,3
begum_rokeya,apr,tue,19,c,1,3
begum_rokeya,apr,tue,19,d,1,3
begum_rokeya,apr,tue,19,e,1,3
begum_rokeya,apr,tue,19,f,1,3
begum_rokeya,apr,mon,20,a,1,3
begum_rokeya,apr,mon,20,b,1,3
begum_rokeya,apr,mon,20,c,1,3
begum_rokeya,apr,mon,20,d,1,3
begum_rokeya,apr,mon,20,e,1,3
begum_rokeya,apr,mon,20,f,1,3
begum_rokeya,apr,sat,20,a,1,3
begum_rokeya,apr,sat,20,b,1,3
begum_rokeya,apr,sat,20,c,1,3
begum_rokeya,apr,sat,20,d,1,3
begum_rokeya,apr,sat,20,e,1,3
begum_rokeya,apr,sat,20,f,1,3
begum_rokeya,apr,tue,20,a,1,3
begum_rokeya,apr,tue,20,b,1,3
begum_rokeya,apr,tue,20,c,1,3
begum_rokeya,apr,tue,20,d,1,3
begum_rokeya,apr,tue,20,e,1,3
begum_rokeya,apr,tue,20,f,1,3
begum_rokeya,apr,wed,20,a,1,3
begum_rokeya,apr,wed,20,b,1,3
begum_rokeya,apr,wed,20,c,1,3
begum_rokeya,apr,wed,20,d,1,3
begum_rokeya,apr,wed,20,e,1,3
begum_rokeya,apr,wed,20,f,1,3
begum_rokeya,apr,sun,21,a,1,3
begum_rokeya,apr,sun,21,b,1,3
begum_rokeya,apr,sun,21,c,1,3
begum_rokeya,apr,sun,21,d,1,3
begum_rokeya,apr,sun,21,e,1,3
begum_rokeya,apr,sun,21,f,1,3
begum_rokeya,apr,thu,21,a,1,3
begum_rokeya,apr,thu,21,b,1,3
begum_rokeya,apr,thu,21,c,1,3
begum_rokeya,apr,thu,21,d,1,3
begum_rokeya,apr,thu,21,e,1,3
begum_rokeya,apr,thu,21,f,1,3
begum_rokeya,apr,tue,21,a,1,3
begum_rokeya,apr,tue,21,b,1,3
begum_rokeya,apr,tue,21,c,1,3
begum_rokeya,apr,tue,21,d,1,3
begum_rokeya,apr,tue,21,e,1,3
begum_rokeya,apr,tue,21,f,1,3
begum_rokeya,apr,wed,21,a,1,3
begum_rokeya,apr,wed,21,b,1,3
begum_rokeya,apr,wed,21,c,1,3
begum_rokeya,apr,wed,21,d,1,3
begum_rokeya,apr,wed,21,e,1,3
begum_rokeya,apr,wed,21,f,1,3
begum_rokeya,apr,fri,22,a,1,3
begum_rokeya,apr,fri,22,b,1,3
begum_rokeya,apr,fri,22,c,1,3
begum_rokeya,apr,fri,22,d,1,3
begum_rokeya,apr,fri,22,e,1,3
begum_rokeya,apr,fri,22,f,1,3
begum_rokeya,apr,mon,22,a,1,3
begum_rokeya,apr,mon,22,b,1,3
begum_rokeya,apr,mon,22,c,1,3
begum_rokeya,apr,mon,22,d,1,3
begum_rokeya,apr,mon,22,e,1,3
begum_rokeya,apr,mon,22,f,1,3
begum_rokeya,apr,thu,22,a,1,3
begum_rokeya,apr,thu,22,b,1,3
begum_rokeya,apr,thu,22,c,1,3
begum_rokeya,apr,thu,22,d,1,3
begum_rokeya,apr,thu,22,e,1,3
begum_rokeya,apr,thu,22,f,1,3
begum_rokeya,apr,wed,22,a,1,3
begum_rokeya,apr,wed,22,b,1,3
begum_rokeya,apr,wed,22,c,1,3
begum_rokeya,apr,wed,22,d,1,3
begum_rokeya,apr,wed,22,e,1,3
begum_rokeya,apr,wed,22,f,1,3
begum_rokeya,apr,fri,23,a,1,3
begum_rokeya,apr,fri,23,b,1,3
begum_rokeya,apr,fri,23,c,1,3
begum_rokeya,apr,fri,23,d,1,3
begum_rokeya,apr,fri,23,e,1,3
begum_rokeya,apr,fri,23,f,1,3
begum_rokeya,apr,sat,23,a,1,3
begum_rokeya,apr,sat,23,b,1,3
begum_rokeya,apr,sat,23,c,1,3
begum_rokeya,apr,sat,23,d,1,3
begum_rokeya,apr,sat,23,e,1,3
begum_rokeya,apr,sat,23,f,1,3
begum_rokeya,apr,thu,23,a,1,3
begum_rokeya,apr,thu,23,b,1,3
begum_rokeya,apr,thu,23,c,1,3
begum_rokeya,apr,thu,23,d,1,3
begum_rokeya,apr,thu,23,e,1,3
begum_rokeya,apr,thu,23,f,1,3
begum_rokeya,apr,tue,23,a,1,3
begum_rokeya,apr,tue,23,b,1,3
begum_rokeya,apr,tue,23,c,1,3
begum_rokeya,apr,tue,23,d,1,3
begum_rokeya,apr,tue,23,e,1,3
begum_rokeya,apr,tue,23,f,1,3
begum_rokeya,apr,fri,24,a,1,3
begum_rokeya,apr,fri,24,b,1,3
begum_rokeya,apr,fri,24,c,1,3
begum_rokeya,apr,fri,24,d,1,3
begum_rokeya,apr,fri,24,e,1,3
begum_rokeya,apr,fri,24,f,1,3
begum_rokeya,apr,sat,24,a,1,3
begum_rokeya,apr,sat,24,b,1,3
begum_rokeya,apr,sat,24,c,1,3
begum_rokeya,apr,sat,24,d,1,3
begum_rokeya,apr,sat,24,e,1,3
begum_rokeya,apr,sat,24,f,1,3
begum_rokeya,apr,sun,24,a,1,3
begum_rokeya,apr,sun,24,b,1,3
begum_rokeya,apr,sun,24,c,1,3
begum_rokeya,apr,sun,24,d,1,3
begum_rokeya,apr,sun,24,e,1,3
begum_rokeya,apr,sun,24,f,1,3
begum_rokeya,apr,wed,24,a,1,3
begum_rokeya,apr,wed,24,b,1,3
begum_rokeya,apr,wed,24,c,1,3
begum_rokeya,apr,wed,24,d,1,3
begum_rokeya,apr,wed,24,e,1,3
begum_rokeya,apr,wed,24,f,1,3
begum_rokeya,apr,mon,25,a,1,3
begum_rokeya,apr,mon,25,b,1,3
begum_rokeya,apr,mon,25,c,1,3
begum_rokeya,apr,mon,25,d,1,3
begum_rokeya,apr,mon,25,e,1,3
begum_rokeya,apr,mon,25,f,1,3
begum_rokeya,apr,sat,25,a,1,3
begum_rokeya,apr,sat,25,b,1,3
begum_rokeya,apr,sat,25,c,1,3
begum_rokeya,apr,sat,25,d,1,3
begum_rokeya,apr,sat,25,e,1,3
begum_rokeya,apr,sat,25,f,1,3
begum_rokeya,apr,sun,25,a,1,3
begum_rokeya,apr,sun,25,b,1,3
begum_rokeya,apr,sun,25,c,1,3
begum_rokeya,apr,sun,25,d,1,3
begum_rokeya,apr,sun,25,e,1,3
begum_rokeya,apr,sun,25,f,1,3
begum_rokeya,apr,thu,25,a,1,3
begum_rokeya,apr,thu,25,b,1,3
begum_rokeya,apr,thu,25,c,1,3
begum_rokeya,apr,thu,25,d,1,3
begum_rokeya,apr,thu,25,e,1,3
begum_rokeya,apr,thu,25,f,1,3
begum_rokeya,apr,fri,26,a,1,3
begum_rokeya,apr,fri,26,b,1,3
begum_rokeya,apr,fri,26,c,1,3
begum_rokeya,apr,fri,26,d,1,3
begum_rokeya,apr,fri,26,e,1,3
begum_rokeya,apr,fri,26,f,1,3
begum_rokeya,apr,mon,26,a,1,3
begum_rokeya,apr,mon,26,b,1,3
begum_rokeya,apr,mon,26,c,1,3
begum_rokeya,apr,mon,26,d,1,3
begum_rokeya,apr,mon,26,e,1,3
begum_rokeya,apr,mon,26,f,1,3
begum_rokeya,apr,sun,26,a,1,3
begum_rokeya,apr,sun,26,b,1,3
begum_rokeya,apr,sun,26,c,1,3
begum_rokeya,apr,sun,26,d,1,3
begum_rokeya,apr,sun,26,e,1,3
begum_rokeya,apr,sun,26,f,1,3
begum_rokeya,apr,tue,26,a,1,3
begum_rokeya,apr,tue,26,b,1,3
begum_rokeya,apr,tue,26,c,1,3
begum_rokeya,apr,tue,26,d,1,3
begum_rokeya,apr,tue,26,e,1,3
begum_rokeya,apr,tue,26,f,1,3
begum_rokeya,apr,mon,27,a,1,3
begum_rokeya,apr,mon,27,b,1,3
begum_rokeya,apr,mon,27,c,1,3
begum_rokeya,apr,mon,27,d,1,3
begum_rokeya,apr,mon,27,e,1,3
begum_rokeya,apr,mon,27,f,1,3
begum_rokeya,apr,sat,27,a,1,3
begum_rokeya,apr,sat,27,b,1,3
begum_rokeya,apr,sat,27,c,1,3
begum_rokeya,apr,sat,27,d,1,3
